evaluation_id,candidate_sk,technology_sk,location_sk,application_date_sk,years_of_experience,code_challenge_score,technical_interview_score,is_hired
6670,6670,153,138,20210818,19,7,1,0
6671,6671,48,28,20220601,21,2,3,0
6672,6672,133,87,20211229,16,5,8,0
6673,6673,35,165,20210729,1,3,4,0
6674,6674,147,145,20190531,20,9,1,0
6675,6675,50,238,20180409,9,9,3,0
6676,6676,121,143,20220424,16,5,1,0
6677,6677,37,212,20200602,6,4,0,0
6678,6678,53,146,20191129,28,4,1,0
6679,6679,30,26,20220214,18,2,9,0
6680,6680,128,222,20220125,12,10,10,1
6681,6681,72,146,20210927,17,5,0,0
6682,6682,91,78,20210228,3,4,4,0
6683,6683,137,74,20210519,7,8,1,0
6684,6684,117,173,20210516,4,10,3,0
6685,6685,14,142,20210127,30,4,4,0
6686,6686,32,12,20210327,25,4,8,0
6687,6687,14,216,20211010,22,3,0,0
6688,6688,95,207,20200416,4,9,0,0
6689,6689,66,147,20211226,6,10,9,1
6690,6690,127,41,20180206,25,9,1,0
6691,6691,88,211,20201031,12,9,3,0
6692,6692,40,122,20210529,7,9,6,0
6693,6693,121,3,20220314,4,9,2,0
6694,6694,131,7,20220310,6,6,7,0
6695,6695,9,233,20211215,3,8,3,0
6696,6696,68,162,20220114,25,7,0,0
6697,6697,118,132,20210801,28,10,5,0
6698,6698,14,34,20180712,4,7,4,0
6699,6699,68,230,20200428,11,0,10,0
6700,6700,120,193,20220317,18,3,2,0
6701,6701,47,240,20190729,17,4,10,0
6702,6702,103,233,20210601,24,8,9,1
6703,6703,77,217,20180806,22,1,5,0
6704,6704,105,12,20190702,12,5,1,0
6705,6705,122,31,20200115,19,5,9,0
6706,6706,16,146,20211020,18,4,2,0
6707,6707,69,72,20180913,6,9,7,1
6708,6708,24,71,20180612,1,3,4,0
6709,6709,138,107,20210829,9,7,5,0
6710,6710,54,131,20180103,2,9,4,0
6711,6711,67,93,20210911,6,2,3,0
6712,6712,139,134,20180810,22,8,9,1
6713,6713,102,79,20190913,3,8,1,0
6714,6714,29,129,20200918,21,9,2,0
6715,6715,43,194,20180530,16,1,9,0
6716,6716,86,40,20201105,25,2,2,0
6717,6717,22,1,20210301,28,4,2,0
6718,6718,91,52,20200307,11,5,4,0
6719,6719,49,35,20180411,11,6,9,0
6720,6720,8,194,20200604,17,7,10,1
6721,6721,142,214,20200326,14,8,3,0
6722,6722,106,172,20210206,10,9,2,0
6723,6723,166,150,20220224,16,8,3,0
6724,6724,5,23,20210319,5,9,0,0
6725,6725,42,21,20211114,18,0,9,0
6726,6726,62,202,20210127,21,0,0,0
6727,6727,144,66,20200329,3,9,3,0
6728,6728,140,136,20190621,8,4,4,0
6729,6729,86,238,20191211,21,5,8,0
6730,6730,21,173,20200419,10,8,5,0
6731,6731,33,59,20191231,29,8,0,0
6732,6732,106,85,20200826,19,0,0,0
6733,6733,47,78,20220118,4,5,4,0
6734,6734,14,18,20201228,10,9,3,0
6735,6735,34,134,20200408,26,9,4,0
6736,6736,162,100,20210621,18,6,10,0
6737,6737,24,88,20220224,26,4,8,0
6738,6738,132,49,20180429,15,9,2,0
6739,6739,48,219,20210107,25,9,4,0
6740,6740,90,44,20200502,6,8,4,0
6741,6741,40,119,20220126,28,0,2,0
6742,6742,70,73,20220215,28,6,2,0
6743,6743,105,84,20191119,9,1,4,0
6744,6744,167,91,20190513,23,9,1,0
6745,6745,76,179,20180217,6,10,4,0
6746,6746,9,21,20210527,10,0,5,0
6747,6747,51,77,20200405,2,8,7,1
6748,6748,69,34,20190529,27,2,5,0
6749,6749,104,70,20220211,10,4,0,0
6750,6750,46,223,20200807,20,1,2,0
6751,6751,92,17,20180526,1,5,10,0
6752,6752,130,148,20200314,6,4,1,0
6753,6753,110,232,20190116,12,7,5,0
6754,6754,21,130,20190709,16,1,7,0
6755,6755,12,141,20190225,25,9,3,0
6756,6756,44,57,20220217,5,3,5,0
6757,6757,125,11,20210123,4,8,6,0
6758,6758,37,86,20210523,7,5,8,0
6759,6759,137,239,20180802,21,4,1,0
6760,6760,51,28,20180602,25,0,10,0
6761,6761,83,210,20220401,18,3,3,0
6762,6762,164,235,20190205,21,10,6,0
6763,6763,130,138,20211204,15,4,4,0
6764,6764,161,68,20210220,22,3,10,0
6765,6765,167,66,20190822,29,7,2,0
6766,6766,132,141,20220123,6,4,3,0
6767,6767,166,105,20191012,19,8,0,0
6768,6768,24,49,20190816,24,6,9,0
6769,6769,158,88,20190916,9,10,5,0
6770,6770,155,60,20181111,15,2,7,0
6771,6771,144,114,20190708,13,3,2,0
6772,6772,133,142,20200410,12,2,5,0
6773,6773,7,24,20220622,3,1,6,0
6774,6774,104,76,20211027,3,2,10,0
6775,6775,128,193,20180814,12,5,0,0
6776,6776,23,50,20200229,13,0,6,0
6777,6777,122,61,20211018,23,10,8,1
6778,6778,68,8,20220328,5,0,0,0
6779,6779,59,51,20191220,18,4,4,0
6780,6780,113,21,20220103,13,10,1,0
6781,6781,21,17,20191019,19,10,10,1
6782,6782,48,95,20180118,8,1,7,0
6783,6783,9,90,20210520,28,6,1,0
6784,6784,103,203,20201016,15,2,3,0
6785,6785,6,32,20180120,8,2,5,0
6786,6786,52,226,20200713,25,5,0,0
6787,6787,79,207,20200624,26,1,2,0
6788,6788,14,100,20200814,13,3,5,0
6789,6789,150,8,20200911,13,1,1,0
6790,6790,37,11,20220329,28,2,9,0
6791,6791,130,98,20200207,1,6,7,0
6792,6792,154,198,20190103,20,8,8,1
6793,6793,119,100,20190906,21,10,5,0
6794,6794,82,160,20210708,14,5,10,0
6795,6795,119,117,20181215,16,8,8,1
6796,6796,161,71,20211115,20,2,8,0
6797,6797,81,72,20200416,12,7,10,1
6798,6798,146,171,20210407,13,2,10,0
6799,6799,136,235,20200309,29,5,6,0
6800,6800,41,198,20220327,3,3,2,0
6801,6801,126,32,20181202,11,10,6,0
6802,6802,72,158,20191202,7,7,5,0
6803,6803,70,36,20180205,5,8,7,1
6804,6804,74,172,20220218,1,7,8,1
6805,6805,83,70,20210117,12,10,7,1
6806,6806,130,108,20200731,2,3,9,0
6807,6807,102,52,20210825,6,1,7,0
6808,6808,130,76,20210520,22,10,2,0
6809,6809,14,101,20180624,7,1,6,0
6810,6810,86,35,20180615,19,9,8,1
6811,6811,24,35,20220524,26,4,7,0
6812,6812,144,59,20210926,10,3,3,0
6813,6813,158,104,20180802,26,1,8,0
6814,6814,2,156,20200215,18,10,7,1
6815,6815,9,31,20210621,7,6,8,0
6816,6816,124,8,20200929,27,1,6,0
6817,6817,128,195,20210722,9,6,7,0
6818,6818,104,204,20211211,28,5,4,0
6819,6819,51,65,20210421,2,10,1,0
6820,6820,4,145,20180115,19,2,9,0
6821,6821,43,173,20220331,1,6,0,0
6822,6822,157,12,20220502,7,6,9,0
6823,6823,105,137,20180723,13,7,6,0
6824,6824,21,194,20220119,15,0,0,0
6825,6825,33,23,20181229,7,7,1,0
6826,6826,58,224,20180916,7,4,3,0
6827,6827,21,172,20220131,30,10,10,1
6828,6828,136,70,20201225,21,6,8,0
6829,6829,52,20,20200524,19,7,4,0
6830,6830,60,12,20180908,15,6,4,0
6831,6831,12,13,20200116,26,3,6,0
6832,6832,114,20,20201123,12,1,4,0
6833,6833,6,235,20210821,5,2,3,0
6834,6834,78,233,20180815,9,0,3,0
6835,6835,89,15,20191108,6,2,3,0
6836,6836,76,235,20210901,4,6,5,0
6837,6837,67,107,20190809,17,10,1,0
6838,6838,39,120,20181223,5,7,8,1
6839,6839,105,244,20200330,8,1,0,0
6840,6840,166,218,20180512,2,8,1,0
6841,6841,65,120,20220611,25,2,6,0
6842,6842,40,54,20210512,22,3,4,0
6843,6843,25,141,20220401,9,2,6,0
6844,6844,19,161,20191012,22,6,9,0
6845,6845,43,197,20211121,16,6,1,0
6846,6846,146,194,20220618,27,5,1,0
6847,6847,25,42,20190728,30,3,9,0
6848,6848,159,81,20220303,26,4,2,0
6849,6849,151,116,20191109,25,7,10,1
6850,6850,34,171,20181107,26,5,5,0
6851,6851,25,73,20210217,0,9,10,1
6852,6852,64,18,20190115,3,5,8,0
6853,6853,87,196,20210912,3,3,8,0
6854,6854,88,169,20180513,22,7,9,1
6855,6855,46,158,20190228,14,9,7,1
6856,6856,114,89,20190131,29,10,3,0
6857,6857,136,16,20181203,14,2,7,0
6858,6858,66,135,20181022,5,10,5,0
6859,6859,56,55,20190918,26,9,2,0
6860,6860,147,172,20200423,11,4,1,0
6861,6861,22,82,20210223,5,0,9,0
6862,6862,76,139,20200329,17,7,1,0
6863,6863,20,71,20190724,21,6,8,0
6864,6864,11,48,20220306,19,10,5,0
6865,6865,156,82,20180616,7,7,9,1
6866,6866,78,119,20220224,3,5,4,0
6867,6867,1,235,20211021,4,9,10,1
6868,6868,22,205,20200211,16,8,9,1
6869,6869,54,131,20181203,12,5,5,0
6870,6870,87,137,20180314,14,9,4,0
6871,6871,11,96,20220609,26,4,8,0
6872,6872,73,94,20190822,15,10,0,0
6873,6873,54,97,20220304,3,3,7,0
6874,6874,114,89,20181126,18,6,7,0
6875,6875,165,9,20190624,20,3,2,0
6876,6876,10,214,20190123,10,0,5,0
6877,6877,154,115,20191213,19,8,2,0
6878,6878,22,90,20190406,13,4,3,0
6879,6879,148,46,20180822,16,6,10,0
6880,6880,64,25,20190710,14,1,1,0
6881,6881,83,128,20201219,21,5,1,0
6882,6882,92,193,20220303,29,7,8,1
6883,6883,19,123,20181127,27,5,5,0
6884,6884,127,51,20200407,11,8,0,0
6885,6885,109,69,20220219,23,7,1,0
6886,6886,8,196,20220702,1,6,0,0
6887,6887,50,154,20180811,2,6,3,0
6888,6888,8,212,20210404,28,5,9,0
6889,6889,64,173,20180212,24,4,6,0
6890,6890,31,111,20201112,28,9,8,1
6891,6891,135,165,20180127,20,2,9,0
6892,6892,25,51,20220408,4,9,1,0
6893,6893,122,166,20190517,3,4,8,0
6894,6894,83,171,20181129,29,4,5,0
6895,6895,111,214,20200207,29,7,6,0
6896,6896,88,96,20200730,1,2,6,0
6897,6897,137,196,20210604,13,6,3,0
6898,6898,27,142,20200928,0,1,0,0
6899,6899,105,172,20191107,24,8,7,1
6900,6900,75,50,20210911,2,2,5,0
6901,6901,7,235,20201120,28,3,4,0
6902,6902,152,14,20180809,14,8,0,0
6903,6903,156,175,20200321,30,1,7,0
6904,6904,50,178,20180526,18,0,3,0
6905,6905,168,48,20210612,20,2,0,0
6906,6906,56,238,20180201,16,0,1,0
6907,6907,80,130,20220108,3,5,4,0
6908,6908,167,213,20200828,13,2,9,0
6909,6909,42,187,20220227,3,7,10,1
6910,6910,138,225,20191021,2,1,3,0
6911,6911,78,214,20201216,1,3,0,0
6912,6912,87,48,20181114,19,3,3,0
6913,6913,82,33,20181217,3,3,10,0
6914,6914,139,153,20180806,7,2,5,0
6915,6915,22,212,20200117,23,9,7,1
6916,6916,146,241,20180726,25,10,5,0
6917,6917,37,77,20190610,16,9,2,0
6918,6918,3,155,20180327,3,6,0,0
6919,6919,158,22,20190118,25,10,7,1
6920,6920,155,46,20180805,0,10,1,0
6921,6921,86,124,20190412,13,10,1,0
6922,6922,133,89,20200530,10,3,5,0
6923,6923,102,5,20180430,13,7,3,0
6924,6924,94,206,20181205,3,3,1,0
6925,6925,96,47,20200508,0,8,6,0
6926,6926,127,233,20211126,12,7,9,1
6927,6927,46,4,20211013,17,3,3,0
6928,6928,101,78,20180320,24,5,7,0
6929,6929,74,147,20180201,20,6,0,0
6930,6930,31,138,20220517,28,2,0,0
6931,6931,57,81,20181026,29,1,4,0
6932,6932,94,9,20210630,12,2,5,0
6933,6933,67,226,20201023,29,9,10,1
6934,6934,19,59,20201031,17,7,0,0
6935,6935,118,221,20180519,1,8,8,1
6936,6936,91,186,20210523,15,10,0,0
6937,6937,16,35,20200405,25,7,0,0
6938,6938,90,105,20220403,15,2,10,0
6939,6939,150,53,20180808,23,8,7,1
6940,6940,88,45,20200502,30,2,10,0
6941,6941,40,118,20200513,9,0,5,0
6942,6942,44,115,20180416,16,6,5,0
6943,6943,31,109,20220428,8,2,4,0
6944,6944,92,38,20200405,25,2,6,0
6945,6945,108,101,20190902,8,7,4,0
6946,6946,23,45,20190417,30,8,1,0
6947,6947,7,95,20180314,20,10,10,1
6948,6948,11,224,20210731,27,4,4,0
6949,6949,138,203,20201016,25,6,5,0
6950,6950,109,113,20220507,15,1,3,0
6951,6951,108,85,20210109,13,0,9,0
6952,6952,117,65,20181217,9,7,6,0
6953,6953,27,32,20220417,19,0,10,0
6954,6954,14,34,20190808,21,0,7,0
6955,6955,93,226,20211021,16,6,7,0
6956,6956,145,59,20190210,16,9,2,0
6957,6957,143,175,20180913,9,8,4,0
6958,6958,119,189,20200218,26,7,6,0
6959,6959,19,141,20190210,19,0,1,0
6960,6960,87,118,20191126,23,6,1,0
6961,6961,38,125,20211127,10,2,7,0
6962,6962,143,159,20200710,10,3,7,0
6963,6963,101,14,20200205,17,3,5,0
6964,6964,21,50,20190523,30,6,3,0
6965,6965,49,66,20180113,20,2,8,0
6966,6966,155,159,20211125,22,6,10,0
6967,6967,163,14,20211107,16,2,10,0
6968,6968,19,147,20180123,12,5,2,0
6969,6969,64,175,20190903,18,1,4,0
6970,6970,76,231,20220415,8,7,7,1
6971,6971,118,170,20220209,20,3,7,0
6972,6972,42,80,20220406,9,0,6,0
6973,6973,74,32,20211206,29,4,3,0
6974,6974,32,219,20181127,21,0,3,0
6975,6975,19,212,20210817,1,1,2,0
6976,6976,42,216,20220527,29,1,9,0
6977,6977,40,31,20191102,21,8,9,1
6978,6978,21,77,20190609,21,0,10,0
6979,6979,33,102,20200205,21,6,8,0
6980,6980,140,49,20200801,15,6,10,0
6981,6981,9,6,20180729,9,1,10,0
6982,6982,68,21,20201111,11,7,4,0
6983,6983,48,41,20211007,14,3,6,0
6984,6984,89,94,20220221,25,4,1,0
6985,6985,86,147,20201018,13,9,10,1
6986,6986,56,154,20191006,9,4,0,0
6987,6987,46,230,20190405,3,4,0,0
6988,6988,2,186,20200920,11,1,1,0
6989,6989,123,203,20211222,13,0,2,0
6990,6990,13,117,20200705,15,6,10,0
6991,6991,67,138,20190426,16,2,1,0
6992,6992,20,177,20200507,14,3,7,0
6993,6993,130,207,20211104,26,3,10,0
6994,6994,121,225,20220607,17,3,10,0
6995,6995,20,211,20181123,20,4,5,0
6996,6996,4,132,20181121,16,1,0,0
6997,6997,117,197,20211109,17,3,3,0
6998,6998,10,159,20220522,28,4,9,0
6999,6999,123,1,20210122,1,10,0,0
7000,7000,40,62,20220225,9,2,10,0
7001,7001,92,59,20190321,16,10,10,1
7002,7002,74,59,20181129,7,9,1,0
7003,7003,44,35,20210526,4,0,5,0
7004,7004,71,104,20191109,9,8,5,0
7005,7005,104,128,20180316,1,5,7,0
7006,7006,135,112,20200522,19,5,2,0
7007,7007,69,47,20200809,2,2,4,0
7008,7008,116,39,20210208,14,6,2,0
7009,7009,162,144,20180328,2,10,7,1
7010,7010,137,85,20210919,19,2,2,0
7011,7011,81,175,20210506,2,10,8,1
7012,7012,145,94,20210502,19,3,1,0
7013,7013,44,175,20211012,28,7,10,1
7014,7014,94,241,20210502,17,9,0,0
7015,7015,31,60,20210418,3,9,4,0
7016,7016,145,117,20180720,11,4,2,0
7017,7017,86,130,20200630,18,3,7,0
7018,7018,17,72,20181128,21,6,7,0
7019,7019,17,242,20180226,5,2,1,0
7020,7020,112,96,20210825,25,8,10,1
7021,7021,77,14,20200106,20,8,10,1
7022,7022,112,162,20180412,2,1,7,0
7023,7023,51,241,20190206,10,9,8,1
7024,7024,125,158,20180829,28,10,9,1
7025,7025,147,186,20210501,16,6,10,0
7026,7026,130,163,20200428,12,9,6,0
7027,7027,10,230,20190820,14,1,0,0
7028,7028,43,1,20180506,11,5,2,0
7029,7029,23,235,20210730,6,3,0,0
7030,7030,132,78,20190624,8,4,5,0
7031,7031,116,165,20191120,20,2,9,0
7032,7032,116,123,20191217,9,3,9,0
7033,7033,64,25,20190727,25,10,10,1
7034,7034,164,75,20210914,1,7,7,1
7035,7035,158,28,20220426,24,0,1,0
7036,7036,123,45,20180701,22,5,1,0
7037,7037,68,11,20211020,27,7,6,0
7038,7038,43,170,20190101,6,9,8,1
7039,7039,137,86,20200621,17,1,9,0
7040,7040,48,6,20200825,23,4,0,0
7041,7041,119,214,20181208,2,1,2,0
7042,7042,91,9,20180703,8,0,5,0
7043,7043,54,204,20200318,4,0,5,0
7044,7044,123,169,20220307,15,4,1,0
7045,7045,54,160,20181121,25,7,9,1
7046,7046,57,197,20181129,11,4,8,0
7047,7047,119,189,20210321,10,2,3,0
7048,7048,19,108,20200814,16,7,6,0
7049,7049,21,107,20210622,18,0,8,0
7050,7050,48,223,20211118,1,7,0,0
7051,7051,66,113,20210616,21,4,5,0
7052,7052,63,18,20220414,21,8,6,0
7053,7053,9,244,20200507,9,2,10,0
7054,7054,26,239,20190804,2,1,6,0
7055,7055,163,29,20190411,17,7,8,1
7056,7056,48,116,20210907,6,5,4,0
7057,7057,11,45,20180130,8,5,5,0
7058,7058,147,177,20201026,16,6,2,0
7059,7059,126,209,20201222,25,9,4,0
7060,7060,99,136,20200924,22,4,3,0
7061,7061,149,40,20180816,10,5,8,0
7062,7062,20,133,20210217,24,10,2,0
7063,7063,165,136,20210402,30,2,5,0
7064,7064,27,172,20180602,3,2,7,0
7065,7065,137,107,20200314,13,7,6,0
7066,7066,134,106,20200812,4,6,7,0
7067,7067,136,239,20180526,11,7,0,0
7068,7068,98,194,20210928,24,9,3,0
7069,7069,46,212,20190323,24,7,5,0
7070,7070,31,60,20190928,23,7,1,0
7071,7071,132,194,20200724,1,1,7,0
7072,7072,26,1,20180104,3,7,2,0
7073,7073,54,170,20220525,30,2,10,0
7074,7074,25,115,20200917,28,8,3,0
7075,7075,132,58,20211007,21,9,4,0
7076,7076,110,178,20190706,3,6,0,0
7077,7077,5,200,20200624,25,7,2,0
7078,7078,12,59,20180805,7,7,7,1
7079,7079,66,70,20190216,23,7,10,1
7080,7080,19,51,20210715,24,4,9,0
7081,7081,147,4,20210819,7,5,3,0
7082,7082,126,187,20211016,7,7,0,0
7083,7083,19,78,20201129,20,1,1,0
7084,7084,138,184,20220421,7,4,9,0
7085,7085,49,238,20190312,27,1,6,0
7086,7086,154,127,20180723,7,3,7,0
7087,7087,58,85,20191006,17,0,10,0
7088,7088,164,190,20190312,11,1,3,0
7089,7089,156,87,20190402,25,6,1,0
7090,7090,129,221,20200615,11,6,1,0
7091,7091,142,163,20210228,25,4,10,0
7092,7092,163,81,20190315,0,7,7,1
7093,7093,134,103,20190524,29,5,6,0
7094,7094,114,151,20180929,17,10,0,0
7095,7095,13,104,20210209,7,4,0,0
7096,7096,82,101,20180430,30,1,10,0
7097,7097,7,197,20210609,27,8,6,0
7098,7098,24,128,20190803,30,9,3,0
7099,7099,97,72,20200913,11,1,8,0
7100,7100,40,6,20191001,27,3,8,0
7101,7101,60,68,20200127,25,0,4,0
7102,7102,8,36,20180322,30,8,6,0
7103,7103,104,221,20200128,29,8,8,1
7104,7104,125,47,20190109,14,10,2,0
7105,7105,165,90,20190626,4,9,5,0
7106,7106,30,63,20190429,19,9,9,1
7107,7107,105,174,20180610,5,1,3,0
7108,7108,12,77,20211025,1,2,10,0
7109,7109,1,124,20220301,9,4,1,0
7110,7110,124,79,20211015,18,3,7,0
7111,7111,14,219,20210320,18,2,1,0
7112,7112,73,169,20210322,7,1,8,0
7113,7113,97,176,20210722,14,7,10,1
7114,7114,90,231,20220620,30,6,3,0
7115,7115,102,54,20220227,4,1,3,0
7116,7116,46,63,20220402,12,10,6,0
7117,7117,7,34,20210328,12,6,8,0
7118,7118,43,3,20180623,16,5,7,0
7119,7119,23,220,20180505,1,6,0,0
7120,7120,109,80,20190122,4,6,2,0
7121,7121,87,146,20191209,10,7,5,0
7122,7122,46,239,20180619,8,3,1,0
7123,7123,107,53,20210209,26,5,10,0
7124,7124,19,243,20191008,14,1,3,0
7125,7125,66,173,20200615,23,2,7,0
7126,7126,51,178,20210810,1,0,9,0
7127,7127,125,72,20210913,30,1,8,0
7128,7128,33,52,20190818,29,0,2,0
7129,7129,162,14,20200625,13,3,4,0
7130,7130,14,114,20180525,27,5,1,0
7131,7131,82,215,20201031,13,1,4,0
7132,7132,115,209,20181022,10,9,8,1
7133,7133,131,160,20211206,20,9,5,0
7134,7134,81,2,20210727,13,8,8,1
7135,7135,24,186,20180912,4,7,8,1
7136,7136,87,149,20200822,27,7,0,0
7137,7137,99,135,20180702,14,7,5,0
7138,7138,9,99,20190522,2,3,3,0
7139,7139,93,119,20210615,11,2,1,0
7140,7140,23,64,20180731,22,3,9,0
7141,7141,163,151,20210512,4,10,9,1
7142,7142,7,164,20220617,27,4,6,0
7143,7143,125,75,20200108,3,9,2,0
7144,7144,20,215,20211012,27,8,5,0
7145,7145,119,84,20180723,17,8,4,0
7146,7146,40,135,20201107,21,7,10,1
7147,7147,33,38,20200525,20,0,8,0
7148,7148,161,57,20220322,1,0,7,0
7149,7149,57,67,20190210,4,5,5,0
7150,7150,28,208,20210416,15,9,8,1
7151,7151,125,92,20210805,9,0,4,0
7152,7152,138,23,20210908,1,4,0,0
7153,7153,162,207,20210109,29,8,0,0
7154,7154,21,75,20211208,11,7,2,0
7155,7155,132,99,20210131,26,1,1,0
7156,7156,59,44,20190405,29,5,8,0
7157,7157,67,29,20220223,5,3,1,0
7158,7158,112,27,20201207,25,6,10,0
7159,7159,146,159,20220628,22,9,5,0
7160,7160,104,199,20211109,29,4,3,0
7161,7161,78,120,20190914,30,8,0,0
7162,7162,100,2,20210802,21,7,4,0
7163,7163,24,197,20180607,6,5,2,0
7164,7164,74,174,20191121,29,4,6,0
7165,7165,9,46,20220118,9,3,0,0
7166,7166,163,161,20211216,27,6,5,0
7167,7167,89,11,20191216,11,9,8,1
7168,7168,68,208,20200316,21,1,8,0
7169,7169,12,7,20180320,1,9,8,1
7170,7170,125,201,20220303,24,8,3,0
7171,7171,64,115,20191011,12,10,0,0
7172,7172,27,165,20201021,14,2,5,0
7173,7173,98,45,20200813,21,1,0,0
7174,7174,130,193,20180702,14,4,10,0
7175,7175,145,220,20180629,16,10,0,0
7176,7176,107,83,20181207,12,7,0,0
7177,7177,105,205,20190521,18,9,6,0
7178,7178,26,109,20210207,20,7,1,0
7179,7179,28,104,20220502,26,9,7,1
7180,7180,82,122,20200922,26,3,5,0
7181,7181,81,229,20211104,6,2,7,0
7182,7182,121,65,20191012,16,2,3,0
7183,7183,13,201,20190817,9,3,6,0
7184,7184,49,14,20211114,1,7,3,0
7185,7185,87,61,20200115,5,1,8,0
7186,7186,128,12,20210711,23,5,3,0
7187,7187,147,107,20210208,19,2,8,0
7188,7188,154,234,20181221,6,1,6,0
7189,7189,133,118,20190327,17,9,3,0
7190,7190,39,226,20190206,11,7,8,1
7191,7191,155,210,20200729,25,3,4,0
7192,7192,8,128,20220517,24,6,8,0
7193,7193,17,36,20190226,18,3,5,0
7194,7194,88,139,20190318,2,6,5,0
7195,7195,29,139,20190614,2,0,1,0
7196,7196,73,102,20190921,5,0,6,0
7197,7197,23,111,20190307,27,5,9,0
7198,7198,28,94,20200504,17,2,1,0
7199,7199,142,195,20210606,26,5,3,0
7200,7200,145,87,20180530,30,1,8,0
7201,7201,86,117,20191206,8,10,10,1
7202,7202,62,197,20180706,23,10,3,0
7203,7203,80,42,20210828,28,1,4,0
7204,7204,126,186,20190606,8,10,8,1
7205,7205,56,101,20181022,11,10,1,0
7206,7206,91,168,20181008,17,3,8,0
7207,7207,89,43,20220619,13,6,10,0
7208,7208,7,237,20181007,25,0,5,0
7209,7209,146,222,20211016,17,8,5,0
7210,7210,79,97,20201005,13,3,5,0
7211,7211,149,240,20220604,19,6,6,0
7212,7212,158,176,20210606,1,1,2,0
7213,7213,49,183,20191101,28,2,10,0
7214,7214,95,111,20191118,29,1,2,0
7215,7215,41,61,20210307,30,2,4,0
7216,7216,78,112,20190130,14,4,9,0
7217,7217,59,199,20180924,17,10,9,1
7218,7218,101,191,20211230,12,4,2,0
7219,7219,13,101,20220424,4,8,3,0
7220,7220,100,94,20181014,14,7,10,1
7221,7221,154,165,20220425,24,9,3,0
7222,7222,24,210,20191211,28,2,0,0
7223,7223,32,98,20190706,4,2,9,0
7224,7224,156,96,20181026,13,10,8,1
7225,7225,87,189,20210817,12,2,7,0
7226,7226,133,186,20190424,9,3,1,0
7227,7227,97,1,20190810,30,0,2,0
7228,7228,64,83,20220519,21,4,9,0
7229,7229,104,182,20220205,4,9,9,1
7230,7230,3,135,20220504,28,5,4,0
7231,7231,144,62,20201115,5,3,0,0
7232,7232,100,40,20200512,9,4,10,0
7233,7233,115,55,20210709,2,0,10,0
7234,7234,163,156,20220606,12,10,7,1
7235,7235,16,68,20210912,1,2,6,0
7236,7236,18,225,20200929,28,7,8,1
7237,7237,128,86,20220124,7,0,6,0
7238,7238,81,195,20220320,26,7,4,0
7239,7239,88,201,20190923,9,8,7,1
7240,7240,21,159,20191218,10,3,4,0
7241,7241,107,162,20201027,11,2,3,0
7242,7242,86,223,20200330,13,6,4,0
7243,7243,52,171,20181127,26,6,0,0
7244,7244,75,242,20220511,10,4,7,0
7245,7245,132,85,20220510,18,1,4,0
7246,7246,8,231,20220225,27,9,6,0
7247,7247,50,32,20190108,23,6,5,0
7248,7248,70,30,20201209,2,1,9,0
7249,7249,160,59,20191207,4,6,9,0
7250,7250,95,145,20180816,18,9,1,0
7251,7251,142,222,20200405,30,9,6,0
7252,7252,61,1,20200829,12,0,8,0
7253,7253,27,161,20190917,10,10,5,0
7254,7254,88,185,20200704,6,9,6,0
7255,7255,71,151,20201224,12,7,7,1
7256,7256,99,190,20190203,13,2,4,0
7257,7257,16,162,20220614,5,10,3,0
7258,7258,53,104,20180522,20,2,5,0
7259,7259,42,31,20190602,8,9,8,1
7260,7260,69,80,20181216,10,10,8,1
7261,7261,71,180,20201120,5,1,2,0
7262,7262,100,122,20201110,24,7,1,0
7263,7263,96,207,20180917,9,6,8,0
7264,7264,107,87,20180929,30,5,5,0
7265,7265,63,151,20210904,30,9,9,1
7266,7266,57,128,20200426,22,5,9,0
7267,7267,131,209,20200117,13,6,7,0
7268,7268,117,104,20181222,11,8,0,0
7269,7269,17,111,20190904,7,9,7,1
7270,7270,120,135,20220609,16,1,1,0
7271,7271,66,12,20210427,27,10,0,0
7272,7272,108,112,20211210,7,10,4,0
7273,7273,113,181,20211222,14,5,2,0
7274,7274,64,193,20181121,25,10,2,0
7275,7275,19,156,20220629,19,3,4,0
7276,7276,107,135,20220522,25,1,0,0
7277,7277,157,182,20180924,12,0,3,0
7278,7278,41,11,20200710,8,5,8,0
7279,7279,128,135,20220611,11,2,0,0
7280,7280,82,160,20190424,27,4,6,0
7281,7281,35,191,20200618,28,8,2,0
7282,7282,123,154,20190830,12,7,10,1
7283,7283,160,39,20210910,25,0,9,0
7284,7284,106,204,20190111,28,8,9,1
7285,7285,5,96,20190731,8,3,7,0
7286,7286,157,41,20210501,25,5,8,0
7287,7287,54,131,20220106,2,2,1,0
7288,7288,161,37,20210404,5,2,3,0
7289,7289,114,195,20181202,19,2,7,0
7290,7290,41,168,20211027,1,4,8,0
7291,7291,87,187,20211007,13,10,4,0
7292,7292,136,35,20220511,8,8,8,1
7293,7293,25,207,20180829,4,1,8,0
7294,7294,145,131,20191009,14,8,1,0
7295,7295,31,192,20210310,10,0,8,0
7296,7296,140,142,20210825,17,8,3,0
7297,7297,111,126,20220110,8,2,7,0
7298,7298,112,49,20180106,17,4,0,0
7299,7299,121,213,20210625,11,4,6,0
7300,7300,26,112,20200610,27,7,2,0
7301,7301,139,127,20210522,14,6,2,0
7302,7302,12,215,20180621,22,7,7,1
